中文單位名稱,英文單位名稱,郵遞區號,地址,電話,POINT_X,POINT_Y
金山分局,Jin-shan Substation,208,新北市金山區民生路65號,02  24986532,314556.8629,2790336.71
中角派出所,Zhong-Jiao Station,208,新北市金山區永興里濆水7之2號,02  24982136,313531.4578,2795118.73
崁腳派出所,Kan-Jiao Station,207,新北市萬里區崁腳路38號,02  24922740,315605,2783702
重光派出所,Chong-Guang Station,208,新北市金山區重和里茅埔頭8號,02  24080470,310834.459,2789833.638
乾華派出所,Qian-Hua Station,253,新北市石門區草里里阿里荖14之1號,02  26381274,311276.193,2796907.705
野柳派出所,Ye-Liu Station,207,新北市萬里區野柳里港西9號,02  24922510,319031.9719,2788528.026
老梅派出所,Lao-Mei Station,253,新北市石門區老梅里老梅路26號,02  26381253,304941.8469,2797899.1
大鵬派出所,Da-Peng Station,207,新北市萬里區大鵬里加投路81號,02  24982475,315166,2789465
石門分駐所,Shi-Men Station,253,新北市石門區中山路64號,02  26381244,307140.3621,2798109.741
金山派出所,Jin-Shan Station,208,新北市金山區民生路65號,02  24982009,314556.8629,2790336.71
萬里分駐所,Wan-Li Station,207,新北市萬里區瑪鋉路153號,02  24922122,319505.8123,2785673.483
海山分局,Haishan Precinct,220,新北市板橋區漢生東路195號,02  29640322,297438.2553,2767134.161
海山派出所,Haishan Police Station,220,新北市板橋區漢生東路195號,02  29574370,297438.2553,2767134.161
新海派出所,Xinhai Police Station,220,新北市板橋區英士路151號,02  22586867,296419.0052,2768519.551
埔墘派出所,Puqian Police Station,220,新北市板橋區中山路2段286號,02  29616814,298402.691,2767935.793
江翠派出所,Jiangcui Police Station,220,新北市板橋區吳鳳路50巷36號,02  22521225,297416.4026,2769216.246
文聖派出所,Wensheng Police Station,220,新北市板橋區大同街14號,02 22583956,298177.429,2768837.882
桃園市政府警察局,Taoyuan Police  Department,330,桃園市桃園區縣府路3號,03 3334400,280489.311,2765075.747
桃園分局,Taoyuan Police Precinct,330,桃園市桃園區力行路258號,03 3323811,280176.48,2765836.12
大樹派出所,Dashu Police Station,330,桃園市桃園區樹仁二街41號,03 3622987,282328.318,2763378.133
埔子派出所,Puzi Police Station,330,桃園市桃園區力行路258號,03 3353692,280176.479,2765836.12
青溪派出所,Qingxi Police Station,330,桃園市桃園區鎮撫街39號,03 3332742,281728.202,2765604.345
中路派出所,Zhonglu Police Station,330,桃園市桃園區縣府路51號,03 3578385,280255.613,2765062.793
景福派出所,Jingfu Police Station,330,桃園市桃園區民族路110號,03 3578385,281202.205,2764998.345
武陵派出所,Wuling Police Station,330,桃園市桃園區復興路137號,03 3364224,281518.49,2764710.2
同安派出所,Tongan Police Station,330,桃園市桃園區經國路799號,03 3568289,280325.64,2768917.19
龍安派出所,Longan Police Station,330,桃園市桃園區國豐一街101號,03 3601975,278371.275,2764769.306
大園分局,Dayuan  Police Percinct,337,桃園市大園區中正西路13號,03 3862009,269760.46,2772819.57
潮音派出所,Chao-Yin Police Station,337,桃園市大園區潮音北路473號,03 3862314,267279.37,2774777.45
觀音分駐所,Guan-Yin Police Station,328,桃園市觀音區中山路14號,03 4732025,258295.0621,2769818.647
草漯派出所,Cao-Ta Police Station,328,桃園市觀音區大觀路2段77號,03 4830301,264430.0271,2771019.502
新坡派出所,Sin-Po Police Station,328,桃園市觀音區中山路2段668號,03 4981001,263750.2367,2767183.126
竹圍派出所,Jhu-Wei Police Station,337,桃園市大園區竹圍街10號,03 3835089,274584.53,2777316.09
埔心派出所,Pu-Sin Police Station,337,桃園市大園區埔心里1號,03 3811684,272630.6767,2771812.855
大園派出所,Dayuan Police Station,337,桃園市大園區中正西路13號,03 3862804,269760.46,2772819.57
三菓派出所,San-Guo Police Station,337,桃園市大園區三和路25號,03 3936118,275949.51,2773907.76
蘆竹分局,Lujhu  Police Precinet,338,桃園市蘆竹區南崁路175巷10-2號,03 2220307,279580.43,2771041.52
南崁派出所,NanKan Police Station,338,桃園市蘆竹區錦溪路99號,03 3223981,279255.409,2771733.33
大竹派出所,Dajhu Police Station,338,桃園市蘆竹區大竹路540號,03 3232704,276186.556,2768483.632
南竹派出所,Nanjhu Police Station,337,桃園市蘆竹區南竹路2段99號,03 3121090,278737.46,2770390.34
外社派出所,Waishe Police Station,338,桃園市蘆竹區山林路2段405號,03 3241749,280683.56,2775059.76
大溪分局,Daxi  Police Precinct,335,桃園市大溪區復興路一段385號,03 3887643,279818.3,2750064.06
復興分駐所,Fuxing  Police Station,336,桃園市復興區中正路2號,03 3822604,285481.96,2745241.73
羅浮派出所,Luofu Police Station,336,桃園市復興區羅浮里3鄰3號,03 3822606,286968.9669,2743605.122
榮華派出所,Ronghua Police Station,336,桃園市復興區高義里11鄰卡義蘭2號,03 3821016,285157.604,2736937.196
巴陵派出所,Baling Police Station,336,桃園市復興區華陵里9鄰44號,03 3912180,290337.792,2731056.021
奎輝派出所,Kuihui Police Station,336,桃園市復興區奎輝里4鄰37號,03 3822960,283881.376,2743220.878
三光派出所,Sanguang Police Station,336,桃園市復興區三光里7鄰武道能敢32號,03 3912258,287174.21,2729539.61
光華派出所,Guanghua Police Station,336,桃園市復興區華陵里哈嘎灣10號,03 3912253,290408.96,2727669.38
霞雲派出所,Xiayun Police Station,336,桃園市復興區霞雲里6鄰21號,03 3822607,288805.93,2745519.62
長興派出所,Changxing Police Station,336,桃園市復興區長興里16鄰29號,03 3822961,281048.513,2743620.14
溪內派出所,Xinei Police Station,336,桃園市復興區羅浮里河流2鄰51之2號,03 3822958,287202.4,2744050.94
三元派出所,Sanyuan Police Station,335,桃園市大溪區石園路53號,03 3801040,276805.7546,2752582.537
圳頂派出所,Zunding Police Station,335,桃園市大溪區公園路46號,03 3801287,278664.04,2755283.54
內柵派出所,Neizha Police Station,335,桃園市大溪區內柵路1段56號,03 3883849,278419.7285,2750228.504
中新派出所,Zhongxin Police Station,335,桃園市大溪區大鶯路1479號,03 3801853,282171.037,2758105.271
百吉派出所,Baiji Police Station,335,桃園市大溪區復興路二段209號,03 3885884,281264.789,2746443.35
三民派出所,Sanmin Police Station,336,桃園市復興區三民里水流東路43號,03 3825605,283460.38,2747241.49
三層派出所,Sanceng Police Station,335,桃園市大溪區復興路1段890號,03 3882349,278960.08,2749108.74
永福派出所,Yongfu Police Station,335,桃園市大溪區信義路1127號,03 3885802,282742.66,2754098.4
南雅派出所,Nanya Police Station,335,桃園市大溪區康莊路181號,03 3883720,279168.409,2752474.79
福安派出所,Fuan Police Station,335,桃園市大溪區福安里猴洞坑19之2號,03 3888767,278956.8774,2749112.161
中壢分局,Zhongli Police Precinct,320,桃園市中壢區延平路607號,03 4221460,272455.554,2760710.891
文化派出所,Wenhua Police Station,320,桃園市中壢區吉林路60號,03 4528348,274761.338,2763472.601
仁愛派出所,Renai Police Station,320,桃園市中壢區仁愛里功學路112號,03 4563524,275844.039,2760803.06
興國派出所,Xingguo Police Station,320,桃園市中壢區志廣路38號,03 4258325,271073.11,2761428.97
龍興派出所,Longxing Police Station,320,桃園市中壢區龍勇路141號,03 4285776,273686.4067,2758985.258
大崙派出所,Dalun Police Station,320,桃園市中壢區崇德路137號,03 4982260,268271.349,2764709.25
中福派出所,Zhongfu Police Station,320,桃園市中壢區南園二路86號,03 4523093,273568.162,2762675.022
內壢派出所,Neili Police Station,320,桃園市中壢區中華路1段364號,03 4553845,275821.1141,2762723.552
普仁派出所,Puren Police Station,320,桃園市中壢區中山東路二段361號,03 4562912,274555.09,2760182.589
中壢派出所,Zhongli Police Station,320,桃園市中壢區延平路607號,03 4222030,272455.554,2760710.891
自強派出所,Ziqiang Police Station,320,桃園市中壢區強國路68號,03 2854333,276165.04,2762345.17
青埔派出所,Qingpu Police Station,320,桃園市中壢區青埔路1段67號,03 4531468,271274.31,2767306.54
楊梅分局,Yangmei  Police Precinct,326,桃園市楊梅區中山路123號,03 4755749,264757.34,2755463.61
埔頂派出所,Puding Police Station,327,桃園市新屋區中華南路2段445號,03 4772044,261987.101,2760195.321
幼獅派出所,Youshi Police Station,326,桃園市楊梅區幼獅路1段458號,03 4643521,267637.858,2757660.306
上湖派出所,Shanghu Police Station,326,桃園市楊梅區楊湖路3段239號,03 4721721,259584.181,2756103.39
新屋分駐所,Xinwu Police Station,327,桃園市新屋區中山路241號,03 4772014,260756.79,2762752.52
永安派出所,Yongan Police Station,327,桃園市新屋區中山西路3段62號,03 4861092,254527.61,2764401.249
大坡派出所,Dapo Police Station,327,桃園市新屋區三角堀94號,03 4768410,253837.12,2761319.62
富岡派出所,Fugang Police Station,326,桃園市楊梅區富源街22號,03 4721794,258264.06,2758640.44
草湳派出所,Caonan Police Station,326,桃園市楊梅區永美路237號,03 4826278,268545.58,2756775.09
楊梅派出所,Yangmei Police Station ,326,桃園市楊梅區中山路123號,03 4782007,264757.34,2755463.61
平鎮分局,Pingjhen Police Precinct,324,桃園市平鎮區中庸路123號,03 4390218,270962.05,2756166.49
北勢派出所,Pei-Shih Police Station,324,桃園市平鎮區振平街228號,03 4282206,272299.86,2759363.28
宋屋派出所,Sung-Wu Police Station,324,桃園市平鎮區延平路2段412號,03 4938381,270823.315,2759444.609
平鎮派出所,Pingjhen Police Station,324,桃園市平鎮區中庸路123號,03 4391280,270962.05,2756166.49
建安派出所,Chien-An Police Station,324,桃園市平鎮區金陵路5段108號,03 4502331,273347.02,2755738.23
龍岡派出所,Lung-Kang Police Station,320,桃園市平鎮區龍南路141號,03 4503245,274978,2757373
龜山分局,KweiShan Police Precinct,333,桃園市龜山區自強南路123號,03 3292701,284116.95,2764874.589
龜山派出所,Kwei Shan Police Station,333,桃園市龜山區萬壽路2段931號,03 3202554,284208.03,2765301.33
大林派出所,Da Lin Police Station,333,桃園市龜山區中興路158號,03 3500070,283548.87,2764597.73
大坑派出所,Da Keng Police Station,333,桃園市龜山區大坑路一段851號,03 3251310,281749.479,2770829.919
大埔派出所,Dapu Police Station,333,桃園市龜山區文德二路80號,03 3291735,288514.07,2771738.8
迴龍派出所,Hueilong Police Station,333,桃園市龜山區龍鳳街32巷6號1樓,02 82006815,290917.06,2767953.23
坪頂派出所,Pingding Police Station,333,桃園市龜山區大湖一路65號,03 3282570,286010.089,2771971.538
大華派出所,Dahwa Police Station,333,桃園市龜山區文化七路135號,03 3975557,286873.752,2771572.078
八德分局,Bade  Police Precinct,334,桃園市八德區興豐路1216號,03 3731907,281212.857,2758971.92
八德派出所,Bade Police Station,334,桃園市八德區中山路23號,03 3682802,278765.589,2758017.2
廣興派出所,Guang-Sing Police Station,334,桃園市八德區廣興路829號,03 3775127,278655.577,2760289.331
四維派出所,Sih-Wei Police Station,334,桃園市八德區重慶街148號,03 3662771,280575.8,2760928.78
高明派出所,Gao-Ming Police Station,334,桃園市八德區永豐路160號,03 3771790,278141.83,2761906.5
大安派出所,Da-AN Police Station,334,桃園市八德區和平路頂橋巷25號,03 3644106,282796,2762537
龍潭分局,Longtan Police  Precinct,325,桃園市龍潭區干城路21號,03 4890831,270969.66,2751246.95
三和派出所,Sanhe Police Station,325,桃園市龍潭區龍新路三和段1050號,03 4794384,267694.12,2749224.31
高平派出所,Gaoping Police Station,325,桃園市龍潭區中豐路高平段281號,03 4717204,270920.35,2747608.23
石門派出所,Shimen Police Station,325,桃園市龍潭區文化路230號,03 4712021,274384.68,2748377.7
中興派出所,Zhongxing Police Station,325,桃園市龍潭區武漢路45號,03 4797497,273679.1692,2751689.003
龍潭派出所,Longtan Police Station,325,桃園市龍潭區大昌路1段277號,03 4792002,272255.51,2751422.01
聖亭派出所,Shengting Police Station,325,桃園市龍潭區干城路21號,03 4891110,270969.66,2751246.95
新竹縣政府警察局,Hsinchu County Police Bureau,302,新竹縣竹北市光明六路12號,03 5513523,251138.4697,2746608.685
竹東分局,Jhudong Precinct,310,新竹縣竹東鎮康寧街93號,03 5962081,258774.3677,2736690.971
竹東派出所,Jhudong Police Station,310,新竹縣竹東鎮康寧街93號,03 5962057,258774.3677,2736690.971
五峰分駐所,Wufong Police Station,311,新竹縣五峰鄉大隘村6鄰96號,03 5851029,262130.5417,2724997.017
羅山派出所,Luoshan Police Station,311,新竹縣五峰鄉竹林村1鄰羅山20號,03 5851214,264959.213,2724222.963
茅圃派出所,Maopu Police Station,311,新竹縣五峰鄉大隘村22鄰435號,03 5851149,260436.303,2723233.184
桃山派出所,Taoshan Police Station,311,新竹縣五峰鄉桃山村2鄰桃山20號,03 5856043,261028.4769,2721086.725
雲山派出所,Yunshan Police Station,311,新竹縣五峰鄉桃山村清泉12鄰202之3號,03 5856689,259070.09,2717607.419
花園派出所,Huayuan Police Station,311,新竹縣五峰鄉花園村5鄰93號,03 5851147,265295.2797,2726581.31
寶山分駐所,Baoshan Police Station,308,新竹縣寶山鄉雙溪村三峰路2段636號,03 5204139,249075.1579,2739796.402
上坪派出所,Shangping Police Station,310,新竹縣竹東鎮上坪里7鄰86號,03 5961744,262194.621,2728576.204
新城派出所,Sincheng Police Station,308,新竹縣寶山鄉新城村寶新路2段658號,03 5762353,246588.4692,2736186.152
楓橋派出所,Fongciao Police Station,308,新竹縣寶山鄉寶山村新湖路1段415號,03 5761140,252828.3964,2736276.389
富興派出所,Fusing Police Station,315,新竹縣峨眉鄉富興村太平街4號,03 5806584,248775.7896,2731097.189
二重埔派出所,Erchongpu Police Station,310,新竹縣竹東鎮中興路3段95號,03 5823504,255753.668,2739879.339
