機構狀態,機構名稱,地址縣市別,地址鄉鎮市區,地址街道巷弄號,負責人姓名,負責人性別,電話,是否為健保特約藥局
"開業","加豐藥局","臺北市","大安區","忠孝東路三段216巷3弄1號1樓","鄭武豐","男","2721-9678","Y"
"開業","崇光藥局","臺北市","大安區","忠孝東路3段305號7樓之3","林怡雯","女","27217958","Y"
"開業","禾豐藥品股份有限公司","臺北市","大安區","忠孝東路4段222號3樓(103室)","毛雲川","男","02-27115533",""
"開業","正兆有限公司","臺北市","大安區","忠孝東路四段一五號一二樓之九","陳立明","男","0227317556","N"
"開業","醫杏企業有限公司","臺北市","大安區","忠孝東路4段299號9樓","郭明耀","男","02-27717322","N"
"開業","毅欣有限公司","臺北市","大安區","復興南路1段204號6樓","陳建志","男","27789977","N"
"開業","百特美藥業股份有限公司","臺北市","大安區","和平東路一段二一四號五樓之二","宋寅濱","男","23633000","N"
"開業","諾亞藥品有限公司","臺北市","大安區","復興南路二段三十五號十二樓之三","施教森","男","2706-1366、27058857","N"
"開業","亞太藥業有限公司","臺北市","大安區","忠孝東路三段160號2樓","邱運祥","男","27762969","N"
"開業","吉合醫藥有限公司","臺北市","大安區","敦化南路二段57號4樓之4","黃裕仁","男","27060990","N"
"開業","仁華藥局","臺北市","大安區","臥龍街155號","葉珠華","女","27336762","Y"
"開業","吾家藥局","臺北市","大安區","信義路4段265巷6之1號","張瑋淵","男","","Y"
"開業","麗泰藥局","臺北市","大安區","復興南路2段151巷4號","蔡尚瑋","男","27079595","Y"
"開業","杏一樂業藥局","臺北市","大安區","樂業街162號","林啟祥","男","02-27383194","Y"
"開業","博興藥局","臺北市","大安區","四維路198巷28號","蔡明涵","女","23256668","Y"
"開業","昶青藥局","臺北市","大安區","濟南路3段22之1號","鍾子皓","男","27515678","Y"
"開業","杏一台北國泰藥局","臺北市","大安區","仁愛路4段266巷15弄4號","李承恩","男","02-27011785","Y"
"開業","沛林東區生活藥粧藥局","臺北市","大安區","忠孝東路4段181巷7弄5號","曾彩榛","女","27763759","Y"
"開業","奇異果大安藥局","臺北市","大安區","大安路1段190號","黃國洋","男","23250891","Y"
"開業","太醫藥局","臺北市","大安區","師大路12號","曾若瑋","女","02-23685125","Y"
"開業","康維健保藥局","臺北市","大安區","敦化南路1段329巷15號","康珮華","女","","Y"
"開業","康祥藥局","臺北市","大安區","忠孝東路4段216巷21號","郭耀文","男","02 27817891","Y"
"開業","威康藥局","臺北市","大安區","和平東路2段297號","連炳東","男","02-27061149","Y"
"開業","佑全大安敦南藥局","臺北市","大安區","敦化南路2段63巷46號","陳怡蓉","女","02-23257579","Y"
"開業","宏恩藥局","臺北市","大安區","大安路一段一八一號一樓","黃森洲","男","0227000956","Y"
"開業","靜園藥局","臺北市","大安區","和平東路2段118巷57之1號","陳翠華","女","0227336390","Y"
"開業","延吉大藥局","臺北市","大安區","延吉街一五三號一樓","黃秀瓊","女","0227819227","Y"
"開業","北陸藥局","臺北市","大安區","和平東路三段二七八號一樓","施振源","男","0227323594","Y"
"開業","杏友藥局","臺北市","大安區","復興南路二段一五一巷二五號","羅元泉","男","0227079451","Y"
"開業","施寶藥局","臺北市","大安區","安東街五０之五號一樓","李文志","男","0227114175","Y"
"開業","燕福藥局","臺北市","大安區","羅斯福路三段283巷14弄14號之3","翁麗珍","女","0223627307","Y"
"開業","龍護大藥局","臺北市","大安區","大安路一段二二四巷七號一樓","吳一婷","女","0223250686","Y"
"開業","寶德藥局","臺北市","大安區","樂利路一０五號一樓","黃秀蓮","女","0227364240","Y"
"開業","泰佑藥局","臺北市","大安區","安和路二段七二號一樓","張靜妃","女","0227056841","Y"
"開業","杏安堂藥局","臺北市","大安區","忠孝東路四段七七巷三０號一樓","張安達","男","0227517636","Y"
"開業","四維藥局","臺北市","大安區","復興南路二段一五一巷四三號一樓","黃廣明","男","0227094222","Y"
"開業","羅斯福藥局","臺北市","大安區","羅斯福路3段283巷9弄3號","徐世興","男","02-23699606、0223634302","Y"
"開業","赫慶藥局","臺北市","大安區","瑞安街二０八巷一一弄五號一樓","邱玲麗","女","0227063497","Y"
"開業","大愛健康藥局","臺北市","大安區","敦化南路2段63巷65號","邱成龍","男","27092156","Y"
"開業","千瑞藥局","臺北市","大安區","忠孝東路三段300號B3","石青瑞","男","77450558","N"
"開業","麗樺藥師藥局","臺北市","大安區","麗水街3號","陳靜玟","女","23952628","Y"
"開業","安和藥局","臺北市","大安區","安和路一段102巷3 號","黃靜嬋","女","27092349","Y"
"開業","佑安藥局","臺北市","大安區","延吉街233巷9號","洪久美","女","27069339","Y"
"開業","弘昇藥局","臺北市","大安區","復興南路一段107巷32號","蕭金鐘","男","27110061","Y"
"開業","長虹藥局","臺北市","大安區","忠孝東路4段216巷63號","曾喬薇","女","27210232、02-27210232、27214652","Y"
"開業","惠盈藥局","臺北市","大安區","辛亥路二段171巷31號","王柏盈","女","87321366","Y"
"開業","聯合仁愛藥局","臺北市","大安區","大安路1段157巷3號","侯大源","男","27039269","Y"
"開業","一心藥局","臺北市","大安區","和平東路3段238號","羅靖騰","男","","Y"
"開業","信安健康藥局","臺北市","大安區","仁愛路4段122巷58號","林永崇","男","","Y"
"開業","新富川藥局","臺北市","大安區","大安路1段51巷4號","蘇登媛","女","27114758","Y"
"開業","聖英藥局","臺北市","大安區","仁愛路4段266巷15弄18號","黃榕靜","女","02-27055851","Y"
"開業","元氣生活健保藥局","臺北市","大安區","新生南路1段161巷6號","李仁智","男","27060580","Y"
"開業","康乃馨藥局","臺北市","大安區","建國南路1段327號","沈珊珊","女","23257097","Y"
"開業","世康藥局","臺北市","大安區","延吉街246號","鄭家宏","男","27015758","Y"
"開業","惠良藥局","臺北市","大安區","和平東路3段93之1號","許碩辰","男","02-27387872","Y"
"開業","愛維康生活藥局","臺北市","大安區","四維路170巷21號","張耀宇","男","27059791","Y"
"開業","古亭健康人生藥局","臺北市","大安區","羅斯福路二段83號","林雅琪","女","23660895","Y"
"開業","杏一瑞安藥局","臺北市","大安區","瑞安街208巷11弄1號","胡家豪","男","27096710","Y"
"開業","好安心藥局","臺北市","大安區","和平東路二段98之2號","周俊廷","男","","Y"
"開業","中山樂方藥局","臺北市","大安區","仁愛路四段112巷12號","林翰均","男","","Y"
"開業","誠心藥局","臺北市","大安區","忠孝東路3段199之1號","蘇珍儀","女","","Y"
"開業","安居藥局","臺北市","大安區","安居街19號","羅苔萍","女","02-23773537","Y"
"開業","躍獅新生藥局","臺北市","大安區","和平東路二段20號","李佳駿","男","02-23623367","Y"
"開業","博大藥局","臺北市","大安區","安和路2段65號","黃俐瑛","女","27027858","Y"
"開業","博昱仁愛藥局","臺北市","大安區","仁愛路4段65號","陳錫鉁","女","02-87739258","Y"
"開業","忠孝康承健保藥局","臺北市","大安區","復興南路1段107巷4號","葉力綺","女","87733378","Y"
"開業","富安藥局","臺北市","萬華區","萬大路426號","蔡明翰","男","0223377878","Y"
"開業","躍獅西園藥局","臺北市","萬華區","西園路二段260號","羅俊鉉","男","23094063","Y"
"開業","西園宏越藥局","臺北市","萬華區","西園路2段213號","魏君如","女","02-23097336","Y"
"開業","艾米力藥師藥局","臺北市","萬華區","西藏路107之2號(1樓)","葉彥瑢","女","02-2303-6583","Y"
"開業","展源健康藥局","臺北市","萬華區","國興路104號(1樓)","王志榮","男","0223035179","Y"
"開業","企鵝藥局","臺北市","萬華區","西昌街175號(1樓)","莊晏蓁","男","0223884691","Y"
"開業","吉安藥局","臺北市","萬華區","廣州街182號","劉國安","男","23085268","Y"
"開業","好視多藥局","臺北市","萬華區","萬大路285號","齊雁","女","02-23018100","Y"
"開業","專品藥局","臺北市","萬華區","長沙街二段71之1號","黃韋嘉","男","23718892","Y"
"開業","偉安藥局","臺北市","萬華區","西藏路109號","林明憲","男","02-23037186","Y"
"開業","萬華藥局","臺北市","萬華區","萬大路248號(實際營業地址:1樓、2樓)","陳柏穎","男","02-23012221","Y"
"開業","萬華健業藥局","臺北市","萬華區","東園街68之3號","林哲平","男","","Y"
"開業","華達藥局","臺北市","萬華區","環河南路二段171號","黃書瑋","男","23082785","Y"
"開業","榮勝藥局","臺北市","萬華區","萬大路233號","陳佳徽","女","02-23331121","Y"
"開業","安誠貴陽藥局","臺北市","萬華區","貴陽街二段148號","廖名揚","男","02-23812190","Y"
"開業","千誠北護藥局","臺北市","萬華區","內江街114號","吳承峰","男","02-23123530","Y"
"開業","松本藥局","臺北市","萬華區","西昌街233號","蔡東原","男","02-23029559","Y"
"開業","日森人文藥局","臺北市","萬華區","和平西路三段149號","廖御翔","男","23082100","Y"
"開業","柏祥藥局","臺北市","萬華區","西藏路141號","王靜慧","女","23018272","Y"
"開業","青年宏越藥局","臺北市","萬華區","青年路44號","許博淳","男","23011037","Y"
"開業","正盛藥局","臺北市","萬華區","中華路2段434之1號","薛凱文","男","02-23050386","Y"
"開業","啟仁藥局","臺北市","萬華區","環河南路2段177號","施天璽","男","02-23362771","Y"
"開業","恩達藥局","臺北市","萬華區","梧州街64號","許郁媚","女","23024467","Y"
"開業","惠貿有限公司","臺北市","萬華區","中華路一段202號7樓之2、7樓之3","陳志宏","男","0223886111","N"
"開業","救人實業股份有限公司","臺北市","萬華區","洛陽街9號9樓之1","謝采伶","女","23311356",""
"開業","長泰藥局","臺北市","萬華區","西園路二段２８０號","林建名","男","0223012869","Y"
"開業","世欣藥局","臺北市","萬華區","東園街173號一樓","周水發","男","23074263","Y"
"開業","裕和藥局","臺北市","萬華區","萬大路１１５、１１７號","張清木","男","0223063219","Y"
"開業","秀全藥局","臺北市","萬華區","開封街二段66－３號","張朝和","男","0223312192","Y"
"開業","大嘉藥局","臺北市","萬華區","梧州街46巷6號","張家杰","男","02-23363804","Y"
"開業","生活大藥局","臺北市","萬華區","貴陽街二段124號","林淑�","女","0223618609","Y"
"開業","民鈺藥局","臺北市","萬華區","環河南路二段１３９號１樓","林毅","男","0223028466","Y"
"開業","皇祥藥局","臺北市","萬華區","萬青街１６５號１樓","許淑珍","女","0223375676","Y"
"開業","安聖藥局","臺北市","萬華區","西園路二段２５６號一樓","郭慶祥","男","0223037620","Y"
"開業","聯慶大藥局","臺北市","萬華區","萬大路306號","劉秋良","女","23039850","Y"
"開業","信義藥局","臺北市","萬華區","青年路２８號","林誌鴻","男","0223074599","Y"
"開業","益源藥局","臺北市","萬華區","大理街１６０巷２６弄２號","魏國財","男","0223087321","Y"
"開業","欣安藥局","臺北市","萬華區","東園街190、192號","徐秀媚","女","22265758","Y"
"開業","新六福藥局","臺北市","萬華區","漢口街二段５５號一樓","楊英雄","男","0223315101","N"
"開業","上欣藥局","臺北市","萬華區","漢口街二段20巷3號","徐珍寶","男","","N"
"開業","三源藥局","臺北市","萬華區","康定路197號","陳世昌","男","02-23022111","Y"
"開業","照安藥局","臺北市","萬華區","東園街144號","陳博仁","男","02-23039645","N"
"開業","康之友藥局","臺北市","萬華區","青年路20號","黃耀欽","男","02-23011598","Y"
"開業","仁仁藥局","臺北市","萬華區","康定路219號","曾文郁","男","","Y"
"開業","健誠大藥局","臺北市","萬華區","環河南路二段185號","陳慧如","女","23042223","Y"
"開業","和德藥局","臺北市","萬華區","西園路2段292號1樓","李宜臻","女","02-23331522","Y"
"開業","上禾藥師藥局","臺北市","信義區","林口街27號","李志強","男","","Y"
"開業","荐荃藥師藥局","臺北市","信義區","虎林街68之3號","洪鈴芳","女","27492866","Y"
"開業","新永春藥局","臺北市","信義區","忠孝東路5段423巷1號","賴正敏","女","","Y"
